payment_id,order_id,amount,payment_date,payment_method,status
NULL,O0001345,9132.87,2023-01-13T02:11:12,netbanking,paid
nan,@@@,4907.61,2023-06-05T06:11:54,netbanking,paid
PM0001347,O0001347, ,2024-08-30T19:26:32,netbanking,paid
@@@,O0001348,2196.76,2024-12-07T23:15:33,upi,paid
PM0001349,NULL,11332.11,32-13-2025,card,paid
@@@,O0001350,4360.45,9999-99-99,upi,paid
PM0001351,O0001351,741.7,@@@,NULL,@@@
PM0001352,O0001352,3420.02,2024-09-06T15:20:34,netbanking,###BAD###
PM0001353,N/A, ,2023-12-16T01:44:22,cod,null
PM0001354,O0001354,8865.28,2025-04-05T14:55:57,not_a_date,null
123abc,O0001355,9999-99-99,2025-02-28T13:01:55,nan,paid
@@@,9999-99-99,32-13-2025,9999-99-99,netbanking,paid
,N/A,11012.79,invalid,netbanking,paid
PM0001358,invalid,N/A,nan,123abc, 
32-13-2025,32-13-2025,3756.44,2025-09-23T19:46:31,netbanking,9999-99-99
invalid,O0001360,,2023-05-03T11:06:04,null,paid
PM0001361,not_a_date,8194.99,2024-04-26T16:31:51,null,paid
,not_a_date,58.56,not_a_date,32-13-2025,paid
PM0001363,null,4589.95,2023-09-23T16:18:21,netbanking,paid
PM0001364,nan,1357.42,not_a_date,netbanking,null
PM0001365,###BAD###,7443.24,2024-10-30T22:14:58,N/A,paid
null,NULL,707.26, ,null,not_a_date
PM0001367,O0001367,3468.5,2024-10-21T20:36:58,,paid
PM0001368,O0001368,5757.76,null,cod,invalid
PM0001369,O0001369,1055.28,nan,@@@,paid
PM0001370,@@@,1654.85,2025-03-08T06:50:49,null,nan
NULL,O0001371,4712.03,32-13-2025,upi,paid
PM0001372,O0001372,NULL,nan,upi,123abc
PM0001373,O0001373,9999-99-99,2024-02-14T20:12:59,@@@, 
PM0001374, ,254.35,NULL, ,not_a_date
123abc,N/A,nan,2025-02-09T13:44:52,upi,paid
PM0001376,O0001376,4595.45,2023-10-23T09:01:01,cod,paid
PM0001377,O0001377,562.59,2025-08-10T04:28:40,NULL,paid
null,O0001378,2017.03,2024-10-05T03:59:17,netbanking,paid
PM0001379,O0001379, ,123abc,invalid,paid
PM0001380, ,4646.71,9999-99-99,cod,paid
123abc,O0001381,3216.4,2025-06-08T20:20:25,nan,paid
PM0001382,123abc,2274.57,2023-03-22T16:03:46,netbanking, 
nan,###BAD###,7429.9,2023-05-20T04:09:06,netbanking,32-13-2025
9999-99-99,O0001384,###BAD###,2025-01-07T11:21:05,card,paid
not_a_date,123abc,not_a_date,2023-05-08T16:26:41,netbanking,nan
PM0001386,O0001386,2534.9,nan,upi,refunded
null,O0001387,1919.46,32-13-2025,netbanking,123abc
PM0001388,O0001388,,2023-03-28T07:48:14,32-13-2025,nan
PM0001389,O0001389,2589.84,2025-03-04T20:42:25,upi,NULL
nan,O0001390,301.84,2025-04-29T17:04:02,card,paid
PM0001391,O0001391,3790.68,9999-99-99,upi,paid
PM0001392,@@@,640.8,2024-03-11T04:34:00,null, 
nan,32-13-2025,259.88,2025-02-05T16:24:10,upi,paid
PM0001394,O0001394,4273.93,2024-10-31T08:25:07,nan,not_a_date
PM0001395,O0001395,1914.12,2025-04-10T06:11:07,@@@,paid
PM0001396,O0001396,5763.47,2024-09-03T22:43:13,upi,
N/A,not_a_date,N/A,2023-04-22T20:40:14,upi,paid
PM0001398,O0001398,5814.04,2023-02-18T09:00:13,upi,9999-99-99
PM0001399,O0001399,null,2025-03-06T23:20:29,not_a_date,9999-99-99
PM0001400,O0001400,13581.8,2024-08-07T21:54:15,N/A,
@@@,O0001401,123abc,123abc, ,paid
123abc,O0001402,nan,2025-06-30T12:46:36,card,N/A
###BAD###,O0001403,2404.83,9999-99-99,upi,NULL
PM0001404,O0001404,5447.15,NULL,card,NULL
N/A,not_a_date,9733.88,2024-06-22T14:59:59,netbanking,paid
PM0001406,O0001406,123abc,2023-03-04T15:11:00,netbanking,null
PM0001407,O0001407,NULL,2024-07-13T08:01:44,123abc,32-13-2025
PM0001408,O0001408,4984.78,2023-05-14T12:43:24,###BAD###,
not_a_date,,7787.49,2025-08-11T13:11:00,card,null
PM0001410,O0001410,5631.96,###BAD###,upi,###BAD###
PM0001411,O0001411,123abc,2024-07-10T06:15:44,null,paid
@@@,O0001412,null,2025-06-10T17:44:31,card,refunded
PM0001413,N/A,494.23,2023-07-01T19:23:29,netbanking,paid
PM0001414,O0001414,1703.92,2025-01-30T23:35:34,upi,paid
NULL,O0001415,3261.79,2025-04-02T11:29:22,netbanking, 
PM0001416,NULL,5129.31,2025-04-15T11:27:05,netbanking,paid
PM0001417,123abc,@@@,null,netbanking,nan
PM0001418,null,2953.33,123abc,netbanking,paid
nan,###BAD###,1434.63,2024-02-26T22:25:05,card,###BAD###
NULL,O0001420,invalid,2023-08-01T18:00:16, ,null
, ,1817.83,2024-11-16T15:07:20,123abc,paid
N/A,O0001422,4223.54,2025-03-15T07:36:22,NULL,NULL
PM0001423,O0001423,123abc,2025-07-18T04:53:44,null,paid
 ,O0001424,2185.05,@@@,nan,paid
###BAD###,9999-99-99,9999-99-99,nan,N/A,paid
PM0001426,O0001426,21826.72,2023-02-03T00:18:07,card,32-13-2025
9999-99-99,O0001427,N/A,2025-07-15T03:27:22,invalid,123abc
nan,nan,NULL,2025-03-05T11:13:19,cod,paid
,@@@,1565.27,2025-10-03T01:31:20,upi,paid
PM0001430,not_a_date,N/A,2025-02-24T17:49:06,upi,N/A
PM0001431,9999-99-99,9999-99-99,,cod,nan
PM0001432,NULL,@@@,2023-07-08T02:15:46,###BAD###,32-13-2025
nan,O0001433,@@@,2024-11-21T07:38:30,upi,NULL
PM0001434, ,5645.5,2025-04-20T03:00:43,card,paid
,O0001435,1334.16,2025-10-25T05:29:17,cod,NULL
PM0001436,O0001436,###BAD###,2023-08-29T22:33:31,cod,paid
PM0001437,O0001437,32-13-2025,2023-11-30T01:18:38,123abc,nan
9999-99-99,123abc,###BAD###,2023-06-07T06:30:31,cod,paid
PM0001439,O0001439,,nan,not_a_date,32-13-2025
PM0001440,O0001440,2467.19,2025-06-29T22:58:07,null,paid
NULL,O0001441,10390.13,2023-02-18T14:31:23,@@@,9999-99-99
PM0001442,O0001442,1914.12,NULL,card,###BAD###
9999-99-99,###BAD###,1464.88,2025-05-14T02:04:05,nan,paid
PM0001444,O0001444,2812.52,nan,netbanking,paid
N/A,,4977.39,123abc,netbanking,NULL
@@@,O0001446,931.27,,cod,paid
###BAD###,null,4821.08,2023-05-03T16:50:00,upi,paid
PM0001448,O0001448,7279.14,2023-10-08T10:58:15,netbanking,paid
 ,null,7187.1,2025-08-30T15:30:13,NULL,N/A
PM0001450,O0001450, ,2023-09-18T16:09:55,cod,refunded
 ,N/A,N/A,2023-12-04T07:40:48,upi,paid
PM0001452,O0001452,285.26,123abc,upi,paid
PM0001453,O0001453,,2024-01-30T21:46:59,32-13-2025,paid
NULL,O0001454,nan,invalid,###BAD###,paid
PM0001455,O0001455,2862.94,2024-08-12T15:49:04,card,invalid
PM0001456,O0001456,10096.11,NULL,card,paid
nan,123abc,N/A,,upi,nan
PM0001458,O0001458,1886.55,2024-10-31T09:54:30,cod,paid
@@@,,2892.19,2024-11-21T02:44:31,card,paid
nan,O0001460,null,2024-07-03T08:55:18,netbanking,paid
PM0001461,O0001461,9999-99-99,2024-10-25T07:36:12,upi,invalid
PM0001462,O0001462, ,invalid,cod,32-13-2025
nan,O0001463,1158.73,2023-10-13T22:18:12,NULL,invalid
not_a_date,invalid,1247.59,32-13-2025,null,paid
PM0001465,NULL,4703.73,2024-11-21T05:56:41,upi,null
@@@,9999-99-99,8316.84,invalid,upi,paid
PM0001467,,9550.39,2023-05-28T08:07:24,cod,paid
@@@,O0001468,1334.16,N/A,upi,paid
PM0001469,O0001469,32-13-2025,2024-06-28T01:27:40,card,paid
PM0001470,NULL,6228.29,2025-03-03T10:07:08,32-13-2025,paid
PM0001471,O0001471,N/A,2023-05-24T08:06:35,9999-99-99,paid
PM0001472,O0001472,7107.84,NULL,card,paid
invalid,O0001473,9223.54, ,netbanking,paid
PM0001474,O0001474,3371.34,nan,card,paid
PM0001475,O0001475,4395.53,N/A,###BAD###,paid
PM0001476,O0001476,1434.78,nan, ,paid
PM0001477,O0001477,11921.87,@@@,netbanking,123abc
invalid,O0001478,8584.33,2023-01-07T07:42:19,cod,paid
PM0001479,O0001479,8332.12,2024-04-20T03:54:05,cod,paid
 , ,123abc,32-13-2025,N/A,paid
PM0001481,O0001481,@@@,2025-10-03T13:50:56,null,paid
PM0001482,32-13-2025,3011.1,2025-03-05T14:38:13,card,paid
32-13-2025,9999-99-99,1984.36,2025-04-07T06:13:20,,paid
PM0001484,O0001484,172.29,2024-08-18T07:24:38,card,null
PM0001485,O0001485,32-13-2025,2023-05-13T14:45:51,null,paid
PM0001486,O0001486,nan,,cod,@@@
N/A,@@@,9497.62,2024-06-06T11:14:17,upi,nan
PM0001488,O0001488,3063.42,not_a_date,netbanking,N/A
N/A,O0001489,3121.6,2025-01-16T01:48:14,nan,paid
NULL,O0001490,4034.06,2023-04-13T08:05:33,123abc,###BAD###
9999-99-99,O0001491,not_a_date,null,9999-99-99,
PM0001492,O0001492,2085.72,nan,card,invalid
PM0001493,O0001493,3717.55,9999-99-99,null,paid
32-13-2025,null,3947.26,2023-07-27T08:52:50,card,not_a_date
@@@,O0001495,721.47,2025-01-25T23:11:09,netbanking,paid
PM0001496,O0001496,not_a_date,2023-01-18T10:54:10,card,refunded
PM0001497,O0001497,2464.43,2023-10-04T05:03:30,###BAD###,paid
N/A,O0001498,3773.73,2025-01-22T18:50:17,invalid,paid
PM0001499,O0001499,123abc,32-13-2025,card,paid
PM0001500,null,2528.08,2023-10-06T00:18:29,cod,32-13-2025
nan,O0001501,N/A,N/A,NULL,paid
NULL,O0001502,3597.46,###BAD###,N/A,paid
32-13-2025,O0001503,invalid,2023-03-16T06:04:38,upi,paid
PM0001504,O0001504,2274.46,2025-04-24T12:24:19,upi,null
not_a_date,N/A, ,32-13-2025,32-13-2025,
PM0001506,O0001506,674.82,not_a_date,,paid
N/A,O0001507,4411.65,2024-04-10T14:16:31,32-13-2025,paid
null,O0001508,@@@,2024-02-24T14:08:26,netbanking,NULL
32-13-2025,O0001509,2373.76,2023-07-27T09:23:03,cod,N/A
PM0001510,O0001510,1502.89, ,card,paid
nan,,invalid,9999-99-99,netbanking,paid
PM0001512,O0001512,not_a_date,@@@,card,
PM0001513,,7564.97,2025-01-30T00:28:25,cod,paid
PM0001514,123abc,1324.49,nan,card,paid
PM0001515,O0001515,not_a_date,2025-09-25T13:48:32,card,paid
PM0001516,not_a_date,3827.93,invalid,upi,NULL
PM0001517,###BAD###,9999-99-99,2024-02-07T02:39:24,netbanking,@@@
PM0001518,@@@,,9999-99-99,netbanking,paid
PM0001519, ,3121.6,,nan,paid
PM0001520,O0001520,@@@,2023-12-01T01:16:46,123abc,9999-99-99
PM0001521,,32-13-2025,2023-12-06T21:31:07,N/A,32-13-2025
PM0001522,O0001522,N/A,2025-02-01T15:16:36,upi,paid
PM0001523,N/A,9999-99-99,2023-11-15T21:43:53,null,paid
N/A,nan,4158.15,2023-02-15T13:30:17,invalid,invalid
PM0001525,O0001525,3947.26,invalid,null,not_a_date
PM0001526,O0001526,NULL,32-13-2025,netbanking,refunded
PM0001527,9999-99-99,N/A,2023-11-10T03:44:34,cod,paid
@@@,O0001528,invalid,2024-11-09T09:05:15,9999-99-99,null
PM0001529,O0001529,951.43,2024-10-04T01:27:25,###BAD###,paid
PM0001530,,2929.76,2023-03-04T10:23:07,cod,paid
PM0001531,O0001531,690.56,2025-03-22T18:13:25,netbanking,paid
PM0001532,,N/A,@@@,,paid
###BAD###,O0001533,###BAD###,2023-06-18T02:50:47,cod,paid
PM0001534,O0001534,2306.25,2023-07-09T22:41:09,card,
PM0001535,O0001535,3885.1,2023-03-08T04:18:53,upi,paid
PM0001536,O0001536,3673.33,2023-12-05T09:21:06,card,paid
32-13-2025,123abc,4537.31,9999-99-99,cod,paid
NULL,O0001538,6150.87,2024-08-19T19:53:33,null,paid
PM0001539,O0001539,396.75,2025-08-04T19:54:16,card,paid
PM0001540,@@@,N/A,2024-04-03T22:18:02,32-13-2025,123abc
PM0001541,O0001541,2604.93,2025-08-26T14:22:32,###BAD###,32-13-2025
PM0001542,not_a_date,3996.92,2024-04-26T09:42:20,cod,paid
PM0001543,O0001543,3148.43,2023-11-14T01:05:03,card,
PM0001544,O0001544,3885.1,2025-07-08T04:09:46,9999-99-99,invalid
PM0001545,123abc,3810.63,32-13-2025,nan,paid
PM0001546,O0001546,5494.5,2025-08-27T20:02:23,null,paid
PM0001547,O0001547,6736.75,2023-04-11T01:53:54,cod,paid
32-13-2025,O0001548,7150.5,2025-10-16T14:42:25,invalid,refunded
@@@,O0001549,32-13-2025,NULL,netbanking,paid
PM0001550,O0001550,1521.33,2023-12-03T08:26:05,nan,paid
@@@,O0001551,not_a_date,9999-99-99,upi,paid
PM0001552,O0001552,2634.63,nan,invalid,paid
invalid,null,4792.48,9999-99-99,netbanking,paid
123abc,O0001554,4239.91,,123abc,paid
N/A,NULL,2893.23,32-13-2025,32-13-2025,32-13-2025
PM0001556,O0001556,4265.79,###BAD###,123abc,###BAD###
PM0001557,O0001557,267.07,2025-05-04T14:58:56,not_a_date,
null,O0001558, ,,NULL,paid
invalid,O0001559, ,invalid,card,paid
PM0001560, ,null,invalid,card,123abc
PM0001561,O0001561,1433.52,N/A,upi,paid
PM0001562,O0001562,656.96,NULL,card,paid
PM0001563,32-13-2025,,123abc,netbanking,paid
@@@, ,3717.68,2025-05-29T02:21:41,cod,paid
PM0001565,N/A,2292.78,2023-09-23T23:46:16,upi,paid
N/A,O0001566,NULL,2023-11-28T13:13:46,card,paid
PM0001567,O0001567,not_a_date,not_a_date,card,paid
###BAD###,O0001568,32-13-2025,invalid,NULL,paid
invalid,O0001569,NULL,nan,card,paid
,O0001570,null,nan,upi,paid
PM0001571,O0001571,2614.64,2023-06-26T02:10:09,netbanking,paid
PM0001572,O0001572,5769.88,NULL,cod,paid
NULL,O0001573,3877.46,2025-04-04T06:10:12,9999-99-99,9999-99-99
@@@,O0001574,not_a_date,2024-04-09T21:59:58,not_a_date,123abc
N/A,O0001575,null,2025-01-25T06:57:02,netbanking, 
@@@,O0001576,172.29, ,9999-99-99,invalid
###BAD###,O0001577,2136.29,2023-01-16T10:55:29,not_a_date,123abc
PM0001578,O0001578,4503.45,123abc,null,paid
PM0001579,O0001579,1334.16,2023-03-08T20:20:15,123abc,paid
invalid,,,2023-08-07T01:19:42,netbanking,123abc
123abc,nan,3432.78,2025-02-16T04:17:21,,32-13-2025
invalid,O0001582,318.58,2025-10-17T09:47:19,N/A,@@@
PM0001583,O0001583,2773.29,2024-01-14T22:05:55,card,123abc
PM0001584,null,7473.72,9999-99-99,NULL,
 ,O0001585,7413.32,2024-03-10T18:51:05,nan,paid
PM0001586,not_a_date,NULL,2023-06-13T22:35:59,###BAD###,32-13-2025
PM0001587,O0001587,nan,2025-04-06T01:19:58,card,paid
invalid,O0001588,478.87,2023-04-17T04:04:06,invalid,paid
PM0001589,O0001589,32-13-2025,2025-09-03T01:30:51,nan,paid
N/A,O0001590,7184.43,2024-05-22T02:21:10,card,paid
NULL,O0001591,3996.92,2024-03-23T23:45:08,,paid
PM0001592, ,9606.72,nan,netbanking,9999-99-99
PM0001593,###BAD###,2672.7,2024-05-02T01:27:13,cod,paid
PM0001594,N/A,2205.94,2024-08-22T11:08:25,nan, 
PM0001595,9999-99-99,4184.58,2024-05-25T19:54:56,cod,paid
32-13-2025,,6865.56, ,32-13-2025, 
PM0001597,not_a_date,3003.44,invalid,netbanking,N/A
PM0001598,O0001598,NULL,2023-03-24T07:15:47,card,paid
N/A,not_a_date,invalid,2024-03-22T08:07:36,netbanking,paid
PM0001600,null, ,null,###BAD###,paid
123abc,nan,994.52,2023-09-10T11:20:26,upi,paid
PM0001602,O0001602,@@@,2024-02-17T20:09:13,NULL,paid
PM0001603,N/A,348.72,2025-09-28T08:27:03,cod,paid
PM0001604,O0001604,123abc,2023-05-06T01:47:29,netbanking,paid
nan,O0001605,4904.32,2024-08-11T04:18:17,card,paid
PM0001606,123abc,2675.97,invalid,32-13-2025,paid
PM0001607,,1868.35,2024-07-18T15:24:17,netbanking,invalid
invalid,O0001608,6131.27,2023-10-01T00:49:15,123abc,###BAD###
32-13-2025,O0001609,4643.84,NULL,upi,nan
PM0001610,O0001610,not_a_date,2024-09-27T23:25:01,null,paid
PM0001611,NULL,457.7,2024-08-02T08:51:15, ,NULL
null,O0001612,3271.88,2023-01-07T04:01:20,cod,NULL
9999-99-99,nan,245.45,,cod,32-13-2025
###BAD###,O0001614,586.98,not_a_date, ,paid
PM0001615,O0001615,null,32-13-2025,card,paid
PM0001616,O0001616,520.24,2025-08-23T07:34:21,not_a_date,paid
PM0001617,NULL,8538.2,2023-06-06T03:36:57,null,paid
PM0001618,O0001618,N/A,2025-08-14T13:34:47,cod,paid
PM0001619,###BAD###,1038.76,2024-03-15T06:23:06,card,paid
N/A,O0001620,null,nan,null,@@@
PM0001621,O0001621,2689.37,2024-04-29T19:07:05,netbanking,paid
PM0001622,O0001622,###BAD###,###BAD###,card,refunded
PM0001623,NULL,2110.56,2024-03-19T13:56:21,netbanking,N/A
32-13-2025,nan,###BAD###,2025-05-24T22:22:59,cod,NULL
PM0001625,O0001625,443.23,N/A,###BAD###,paid
,O0001626,2063.66,2023-11-18T07:47:02,netbanking,###BAD###
nan,@@@,2281.86, ,netbanking,paid
123abc,32-13-2025,123abc,null,upi,paid
32-13-2025,O0001629,3326.75,2023-05-10T05:30:24,9999-99-99,paid
PM0001630,O0001630,6115.68,invalid,card,paid
PM0001631,nan,3083.26,2023-05-30T04:26:06,netbanking,paid
PM0001632,O0001632,2865.64,2024-11-06T14:10:53,not_a_date,paid
###BAD###,O0001633,32-13-2025, ,upi,paid
not_a_date,O0001634,@@@,2024-03-14T23:51:49,netbanking,N/A
PM0001635,O0001635,###BAD###,NULL,card,paid
PM0001636, ,32-13-2025,32-13-2025,card,not_a_date
123abc,O0001637,2046.8,2023-10-04T01:33:11,netbanking,paid
PM0001638,O0001638,758.96,invalid,card,paid
,O0001639,7901.75,9999-99-99,upi,NULL
PM0001640,O0001640,4958.55,2023-10-06T05:02:27,netbanking,paid
9999-99-99,NULL,32-13-2025,123abc,cod,paid
PM0001642,O0001642,7369.23,2023-06-14T23:48:20,not_a_date,N/A
 ,32-13-2025,2136.29,@@@,32-13-2025,NULL
PM0001644,###BAD###,nan,2024-10-22T05:48:47,,paid
PM0001645,O0001645,123abc,2024-01-25T15:51:06,123abc,paid
PM0001646,NULL,@@@,2023-02-22T23:09:22,NULL,###BAD###
PM0001647,###BAD###,2776.42,123abc, ,paid
PM0001648,N/A,null,2025-10-02T16:58:49,netbanking,32-13-2025
,O0001649,nan,2023-03-28T10:24:30,cod,###BAD###
PM0001650,O0001650,null,invalid,netbanking,N/A
PM0001651,O0001651,4628.39,2024-11-30T02:23:46,netbanking,N/A
PM0001652,O0001652,NULL,123abc,nan,nan
,123abc,N/A,null,N/A,paid
PM0001654,,3274.91,2023-03-22T20:30:03,null,paid
PM0001655,N/A,4589.95,NULL,netbanking,invalid
NULL, ,3468.3,2023-05-05T08:51:03,cod,###BAD###
PM0001657,O0001657,123abc,2023-09-12T17:58:33,upi,paid
PM0001658,9999-99-99,6688.76, ,netbanking,paid
PM0001659,not_a_date,@@@,2024-01-20T16:41:04, , 
NULL,9999-99-99,6578.9,32-13-2025,upi,paid
PM0001661, ,3371.34,NULL,cod,paid
PM0001662,O0001662,2796.03,32-13-2025,9999-99-99,paid
PM0001663,O0001663,5185.1,@@@,upi,@@@
nan,nan,N/A,@@@,123abc,N/A
PM0001665, ,nan,,@@@,123abc
PM0001666,O0001666,5763.05,2025-02-11T09:26:50,NULL,not_a_date
PM0001667,O0001667,N/A,2024-04-07T23:06:23,###BAD###,paid
PM0001668,O0001668,5190.03,2023-10-02T14:39:53,null,paid
9999-99-99,O0001669,478.2,2023-04-28T09:15:13,netbanking,paid
PM0001670,nan,not_a_date,2024-06-11T18:20:56,cod,paid
N/A,O0001671,1353.83,not_a_date,invalid,paid
PM0001672,O0001672,11764.11,2023-09-11T17:03:38,netbanking,paid
PM0001673,9999-99-99,###BAD###,NULL,upi,paid
nan,O0001674,1033.44,2025-04-12T01:46:04,cod,paid
PM0001675,O0001675,1196.18,2023-07-15T14:32:54,card,32-13-2025
PM0001676,invalid,not_a_date,2024-01-14T06:52:01,card,paid
PM0001677,O0001677,240.36,2025-04-29T03:35:08,invalid,paid
PM0001678,@@@,2812.52,2025-02-11T10:30:40,upi, 
PM0001679,O0001679,68.89,2023-09-03T23:58:26,N/A,paid
PM0001680,O0001680,193.29,2024-12-09T04:56:03,card,NULL
###BAD###,O0001681,2495.5, ,N/A,paid
@@@,O0001682,N/A,2023-02-24T18:08:48,###BAD###,paid
PM0001683,O0001683,4310.44,2023-11-19T06:38:38, ,paid
nan,not_a_date,@@@,2024-07-17T10:21:26,###BAD###,paid
not_a_date,N/A,474.25,9999-99-99,card,paid
not_a_date,O0001686,32-13-2025,2023-02-13T10:15:31,cod,paid
not_a_date,O0001687,N/A,2023-04-05T16:44:06,netbanking,paid
PM0001688,nan,3673.33,9999-99-99,###BAD###,nan
nan,,@@@,N/A, ,paid
32-13-2025,O0001690,5177.34,2025-07-22T02:20:47,netbanking,paid
###BAD###,O0001691,9999-99-99,32-13-2025,netbanking,
PM0001692,O0001692,835.02,123abc,null,nan
invalid,not_a_date, ,2024-06-24T09:47:02,upi,invalid
PM0001694,O0001694,invalid,2025-07-05T06:21:19,netbanking,not_a_date
PM0001695,O0001695,613.25,2024-03-10T07:41:23,card,paid
PM0001696,O0001696,2948.17,2025-01-28T14:44:44,card,paid
PM0001697,nan,2908.23,9999-99-99,card, 
PM0001698,O0001698,,2023-12-06T12:48:38,9999-99-99,paid
PM0001699,O0001699,8215.77,2024-08-30T17:41:38,###BAD###,refunded
###BAD###,O0001700,3641.67,2024-08-28T04:34:50,cod,nan
N/A,O0001701,7147.69,,upi,paid
PM0001702,O0001702,3360.44,###BAD###,not_a_date,paid
PM0001703,O0001703,32-13-2025,2023-10-17T13:25:36,card,paid
invalid,123abc,1673.14,2023-02-17T17:30:09,card,paid
not_a_date,O0001705,2546.29,2025-05-05T00:41:28,netbanking,paid
9999-99-99,O0001706,3443.81,N/A,123abc,paid
PM0001707,O0001707,2634.78,2023-10-11T21:57:35,upi,refunded
PM0001708,null,nan,2024-12-06T13:56:42,32-13-2025,paid
PM0001709, ,172.29,2023-03-03T17:51:54,cod,refunded
@@@,O0001710, ,2023-10-28T13:42:17,invalid,paid
PM0001711,@@@,invalid,32-13-2025,card,###BAD###
PM0001712,O0001712,6742.68,2025-05-22T03:43:53,nan,paid
PM0001713,###BAD###,9999-99-99,2024-10-04T18:21:59,upi,
PM0001714,O0001714,137.44,2024-06-30T12:34:09,upi,NULL
null,O0001715,123abc,2023-03-25T00:53:10,netbanking,paid
###BAD###,O0001716,not_a_date,N/A,N/A,paid
PM0001717,,invalid,invalid,,paid
NULL,O0001718,5669.49,2023-02-22T01:04:24,upi, 
 ,O0001719,5252.18,2023-05-30T23:20:03,netbanking,paid
PM0001720, ,1055.28,2025-06-26T20:26:40,upi,paid
###BAD###,O0001721,1449.8,2024-07-27T08:01:57,cod,paid
 ,9999-99-99,579.46,2023-11-29T01:45:28,,paid
PM0001723,O0001723,1378.13,32-13-2025,card,paid
PM0001724,O0001724,32-13-2025,NULL,32-13-2025,###BAD###
###BAD###,O0001725,3371.34,2025-03-24T16:43:34,netbanking,paid
PM0001726,null,6112.44,9999-99-99,32-13-2025,paid
PM0001727,O0001727,null,not_a_date,card,paid
invalid,O0001728,8887.78,2023-06-12T14:00:13,netbanking,paid
32-13-2025,@@@,8573.45,32-13-2025,cod,123abc
32-13-2025,O0001730,301.84,invalid,upi,paid
PM0001731,@@@,1042.86,123abc,upi,paid
nan,O0001732,N/A,2023-04-11T23:10:55,card,paid
@@@,O0001733,9999-99-99,2025-03-21T09:32:02,N/A,paid
PM0001734,O0001734,4904.32,2024-08-06T01:15:28,not_a_date,123abc
###BAD###,123abc,###BAD###,32-13-2025,cod,paid
,O0001736,5840.48,N/A,card,###BAD###
not_a_date,O0001737,4817.7,,invalid,@@@
PM0001738,O0001738,1240.32,2024-11-27T23:53:31,cod,NULL
PM0001739,null,4095.04,2025-05-22T07:55:52,,123abc
PM0001740,O0001740,9999-99-99,2024-10-14T13:01:21,cod,paid
PM0001741,O0001741,4908.87,2025-05-27T12:43:59,cod,null
PM0001742,O0001742,null,2023-05-06T12:55:31,cod,invalid
nan,O0001743,9333.92,NULL,netbanking,###BAD###
PM0001744,not_a_date,###BAD###,nan,netbanking, 
N/A,O0001745,nan,2025-01-19T00:49:21,NULL,paid
invalid,O0001746,,not_a_date,netbanking,paid
not_a_date,O0001747, ,2023-10-12T10:36:25,nan,paid
PM0001748,not_a_date,4076.06,,not_a_date,NULL
null,O0001749,N/A,not_a_date,netbanking,null
PM0001750,@@@,nan,2024-05-28T16:18:41,upi,paid
not_a_date,O0001751,,2023-06-22T09:22:28,cod,NULL
@@@,O0001752,1741.95,2025-06-22T02:22:59,cod,123abc
9999-99-99,N/A,123abc,2025-09-05T06:34:49,netbanking,paid
null,O0001754,NULL,not_a_date,card,paid
PM0001755,32-13-2025,5877.77,###BAD###,invalid,paid
PM0001756,123abc, ,2023-11-12T04:20:33,9999-99-99,paid
32-13-2025,O0001757,3605.4,invalid,netbanking,paid
PM0001758,N/A,94.5,2023-04-17T22:17:56,upi,paid
###BAD###,O0001759,1771.56,null,card,paid
9999-99-99,9999-99-99,null,2023-12-27T23:21:54,upi,@@@
not_a_date,@@@,32-13-2025,2025-03-16T14:37:25,upi,not_a_date
PM0001762,@@@,123abc,,invalid,32-13-2025
PM0001763,O0001763,2881.52,2024-03-31T06:34:57,card,paid
PM0001764,O0001764,2075.94,123abc,invalid,123abc
null,O0001765,@@@,2024-11-22T23:59:30,upi,###BAD###
PM0001766,nan,3099.74,2023-12-18T12:37:14,32-13-2025,null
PM0001767,O0001767,null, ,123abc,paid
PM0001768,O0001768,556.08,2025-01-19T00:41:31,NULL,invalid
PM0001769,O0001769,2689.37,2024-10-18T15:49:43,NULL,paid
PM0001770,O0001770,690.56,invalid,card,32-13-2025
PM0001771,O0001771,123abc,2025-09-12T19:30:10,not_a_date, 
###BAD###,###BAD###,N/A,invalid,nan,123abc
 ,O0001773,@@@,2024-08-24T14:06:20,netbanking,paid
PM0001774,null, ,2023-12-22T11:39:56,cod,paid
,nan,3063.78,N/A,###BAD###,paid
9999-99-99,O0001776,NULL,2024-06-28T04:44:55,9999-99-99,paid
PM0001777,O0001777,249.89,###BAD###,nan,paid
PM0001778,O0001778,,2025-08-26T17:03:38,netbanking,paid
PM0001779,not_a_date,14262.78,2024-07-10T11:08:15,upi,invalid
PM0001780,O0001780,4500.66,2023-10-08T10:35:51,N/A,paid
123abc,O0001781,3134.52,N/A,@@@,refunded
###BAD###,O0001782, ,nan,upi,paid
PM0001783,O0001783,,2024-11-26T23:37:27,32-13-2025,paid
NULL,O0001784,387.47,2025-10-25T04:19:39,null,paid
123abc,O0001785,6612.06,9999-99-99,card,paid
PM0001786,null,9999-99-99,2024-09-20T11:40:14,netbanking,@@@
 ,O0001787, ,nan,card,paid
N/A,123abc,null,2024-10-11T02:13:00,cod,paid
invalid,null,###BAD###,invalid,netbanking,paid
null,O0001790,2484.17,2024-09-13T09:54:33,cod, 
PM0001791,NULL,111.18,null,netbanking,32-13-2025
