order_id,customer_id,order_date,status,total_items,payment_method,shipping_city
N/A,C00425,123abc,delivered,1,9999-99-99,Hyderabad
O0001247,C00765,invalid,returned,1,invalid,Hyderabad
O0001248,C00380,2025-01-16T07:20:34,delivered,not_a_date,netbanking,32-13-2025
O0001249,C00881,2024-05-20T17:37:08,NULL,2,cod,Pune
invalid,C00108,2024-04-11T23:22:45,not_a_date, ,netbanking,Noida
null,invalid,2023-04-19T14:39:28,delivered,2,cod,Delhi
O0001252,not_a_date,123abc,delivered,@@@,card,N/A
O0001253,C00489,2023-10-30T02:43:22,delivered,nan,upi,Chennai
,@@@,not_a_date,123abc,123abc,netbanking,Hyderabad
O0001255,C00221,N/A,delivered,not_a_date,upi,Kolkata
O0001256,C00584,2025-04-13T04:49:34,shipped,1,upi,Mumbai
O0001257,@@@,32-13-2025,invalid,1,not_a_date,nan
,C00543,2025-04-27T23:10:46,nan,32-13-2025,netbanking,null
O0001259,C00031,, ,1,cod,Hyderabad
O0001260,not_a_date,123abc,invalid,1,upi,Bengaluru
32-13-2025,C00099,2024-09-29T11:11:45,123abc,1,upi,Noida
9999-99-99, ,9999-99-99,,2,NULL,nan
O0001263,, ,processing,invalid,@@@,@@@
O0001264,C00700,N/A,shipped,1,,Mumbai
O0001265,###BAD###,null,processing,1,upi,Delhi
O0001266,32-13-2025,null,@@@,1,netbanking,Pune
not_a_date,C00100,2023-11-13T19:23:36,NULL,1,cod,Bengaluru
NULL,C00520,2023-11-01T14:01:39,not_a_date,not_a_date,card,null
O0001269,C00958,###BAD###,delivered,1,netbanking,Delhi
not_a_date,C00510,NULL,@@@,1,###BAD###,Hyderabad
invalid,C00803,invalid,@@@,1,netbanking,###BAD###
O0001272,C00145,2024-05-05T15:12:50,N/A,2,upi, 
O0001273,32-13-2025,nan,processing,2,card,Delhi
O0001274,C00680,2024-10-18T16:36:36,delivered,1,cod,Kolkata
O0001275,C00290,2024-10-18T04:28:48,###BAD###,nan,cod,Hyderabad
###BAD###,,2025-02-11T02:31:01,delivered,1,upi, 
O0001277,C00625,not_a_date,32-13-2025,1,###BAD###,Mumbai
O0001278,C00193,2023-07-02T09:57:37,delivered,###BAD###,netbanking,Pune
null,@@@,NULL,shipped,1,cod,Kolkata
O0001280,C00361,nan,delivered,@@@,netbanking, 
O0001281,,2023-04-02T06:06:29,processing,not_a_date,netbanking,Pune
O0001282,C00075,null,not_a_date,32-13-2025,@@@,Mumbai
O0001283, ,N/A,invalid,1,9999-99-99,invalid
not_a_date,C00927,9999-99-99,not_a_date,not_a_date,netbanking,Hyderabad
O0001285,###BAD###,nan,###BAD###,1,netbanking,32-13-2025
O0001286,null, ,,1,,Chennai
not_a_date,###BAD###,9999-99-99,delivered,NULL,cod,@@@
O0001288,C00285,2024-01-24T15:16:38,delivered,1,cod,
null,C00713,NULL, ,1,9999-99-99,Delhi
NULL,C00163,2025-09-27T02:11:34,delivered,@@@,upi,nan
O0001291,C00292,2024-08-09T09:54:36,delivered,N/A,###BAD###,###BAD###
O0001292,C00843, ,delivered,1,@@@,null
O0001293,,2025-09-07T03:07:14,, ,cod,Bengaluru
O0001294,C00086,2023-05-19T07:27:39,delivered,1,netbanking,Noida
O0001295,C00612,2023-03-26T21:59:32,null,2,netbanking,Kolkata
###BAD###,invalid,invalid,processing,N/A,upi,null
null,###BAD###,not_a_date,N/A,1, ,invalid
O0001298,C00390,2023-11-10T09:32:04,NULL,1,netbanking,Pune
O0001299,###BAD###,2025-06-17T00:55:28,delivered,1,invalid,not_a_date
not_a_date,C00571,2023-11-26T04:35:20,delivered,@@@,###BAD###,Hyderabad
@@@,C00531,###BAD###,invalid,,upi,Pune
O0001302,C00040,2023-10-21T03:43:14,delivered,nan,@@@, 
O0001303,C00834,2025-03-04T18:07:54,32-13-2025,1,not_a_date,Delhi
###BAD###,nan,2025-09-02T18:41:24,delivered,1,123abc,
O0001305,C00933,123abc,delivered,123abc,###BAD###,@@@
O0001306,C00942,2023-11-10T14:34:56,NULL,###BAD###,,Chennai
N/A,C00653,32-13-2025,delivered,2,card,Hyderabad
O0001308,9999-99-99,2024-09-06T04:02:29,123abc,2,netbanking,N/A
9999-99-99,9999-99-99,2024-12-23T06:25:26,nan,@@@, ,123abc
O0001310,C00455,2025-03-06T14:23:21,delivered,not_a_date,cod,Bengaluru
O0001311,123abc,nan,delivered,1,netbanking,Pune
O0001312,C00922,2025-08-06T17:55:48,cancelled,,invalid,9999-99-99
O0001313,C00219,2025-03-15T04:30:06,delivered,nan,cod,Chennai
O0001314,C00927,2025-04-24T01:12:13,delivered,2,netbanking,NULL
O0001315,C00960,###BAD###,123abc,###BAD###,nan,Bengaluru
O0001316,C00280,123abc,cancelled,NULL,32-13-2025,Bengaluru
NULL,9999-99-99,2024-10-10T14:15:55,NULL,32-13-2025,cod,Pune
O0001318,C00626,2023-03-14T21:06:50,delivered,2,card,Mumbai
O0001319,C00943,2023-04-19T10:54:05,###BAD###,NULL,upi,Kolkata
O0001320,C00762,2023-11-05T06:19:53,delivered,###BAD###,upi,Noida
N/A,C00487,2024-11-24T22:11:18,###BAD###, ,netbanking,N/A
O0001322,9999-99-99,2025-04-30T03:34:58,delivered,###BAD###,netbanking,Noida
O0001323,C00717, ,delivered,2,card,###BAD###
null,C00932,invalid,,1,cod,nan
O0001325,###BAD###,@@@,delivered,nan,upi,Noida
O0001326,C00599,9999-99-99,shipped,1,123abc, 
O0001327,C00088,invalid,delivered,1,invalid,Bengaluru
N/A,123abc,2024-02-08T20:20:18,N/A,2,card, 
O0001329,C00618,2025-10-10T00:39:57,null,1,netbanking,Pune
###BAD###, ,@@@,not_a_date,1,card,32-13-2025
O0001331,C00327,NULL,delivered,1,upi,Noida
O0001332,C00444,invalid,N/A,2,cod,nan
###BAD###,C00341,2023-03-06T04:55:59,,1,card,123abc
O0001334,C00390,2024-02-13T15:24:24,delivered,@@@,upi,NULL
O0001335,C00344,nan,123abc,3,32-13-2025,Bengaluru
not_a_date,C00966,###BAD###,not_a_date,invalid,upi,Chennai
O0001337, ,2025-07-10T21:05:51,delivered,1,upi,nan
invalid,,2023-09-21T03:15:04,null,1,@@@,nan
O0001339,not_a_date,2024-04-30T02:55:04,,1,card,32-13-2025
O0001340,N/A,2023-05-25T04:37:40,shipped, , ,Pune
O0001341,invalid,N/A,9999-99-99,1,9999-99-99,@@@
@@@,C00191,not_a_date, ,,netbanking,Kolkata
O0001343,,nan,delivered,2,cod,Kolkata
O0001344,C00726,,delivered,2,nan,Noida
O0001345,123abc,@@@,delivered,2,netbanking,Delhi
O0001346,C00720,2023-06-05T06:11:54,delivered,N/A,netbanking,Bengaluru
O0001347,C00405,2024-08-30T19:26:32,delivered,1,netbanking,@@@
O0001348,32-13-2025,not_a_date,delivered,1,invalid,
O0001349,32-13-2025,null,9999-99-99,3,card,Hyderabad
O0001350,C00082,2025-07-02T00:47:43,delivered,1,upi,nan
O0001351,C00583,2024-06-21T23:53:20,delivered,2,cod,
O0001352,C00512,2024-09-06T15:20:34,shipped,nan,NULL,###BAD###
O0001353,C00602,nan,invalid,32-13-2025,cod,Pune
32-13-2025,C00946,###BAD###,delivered,,123abc,Bengaluru
O0001355,,,delivered,not_a_date,upi,Hyderabad
O0001356,C00892,2023-11-02T12:23:00,32-13-2025,N/A,netbanking,Bengaluru
O0001357,C00608,2024-01-12T06:06:01,delivered,32-13-2025,netbanking,Chennai
NULL,C00346,N/A,delivered,123abc,invalid,not_a_date
,C00195,2025-09-23T19:46:31,N/A,1,netbanking,Noida
 ,C00993,2023-05-03T11:06:04,N/A,1,cod,Chennai
N/A,###BAD###,2024-04-26T16:31:51,nan,123abc,cod,Mumbai
nan,@@@,123abc,delivered,1,###BAD###,32-13-2025
O0001363,123abc,invalid,delivered,1,netbanking,invalid
O0001364,C00579,9999-99-99,delivered,1,netbanking,Kolkata
@@@,C00968,###BAD###,processing,2,upi,Noida
O0001366,nan,2024-07-28T17:21:36,cancelled,not_a_date,null,
O0001367,NULL,2024-10-21T20:36:58,,32-13-2025,netbanking,not_a_date
O0001368,C00501,2025-08-20T00:20:32,invalid,2,cod,Bengaluru
NULL,###BAD###,2024-10-20T02:33:31,delivered,1,upi,nan
invalid,C00461, ,@@@,1,NULL, 
O0001371,C00869,2023-05-01T15:15:14,delivered,3,upi, 
O0001372,C00845,2025-09-15T17:09:50,32-13-2025,1,9999-99-99,Noida
O0001373,C00322,2024-02-14T20:12:59,delivered,2,card,Chennai
O0001374,null,2023-05-05T23:56:12, ,1,upi,Kolkata
O0001375,C00810,2025-02-09T13:44:52,processing,,upi,9999-99-99
O0001376,@@@,2023-10-23T09:01:01,delivered,2,cod,N/A
invalid,32-13-2025,nan,delivered,@@@,,N/A
O0001378,invalid,2024-10-05T03:59:17,delivered,9999-99-99,netbanking,Noida
123abc,C00292,2023-11-30T18:08:20,shipped,1,###BAD###,Mumbai
O0001380,32-13-2025,nan,123abc,9999-99-99,123abc,123abc
O0001381,C00644,###BAD###,delivered,1,card,@@@
O0001382,@@@,2023-03-22T16:03:46,null,1,netbanking,Noida
invalid, ,2023-05-20T04:09:06,32-13-2025,not_a_date,not_a_date,Delhi
32-13-2025,@@@,invalid,delivered,1,card,Noida
@@@,C00411,nan,cancelled,1,netbanking,32-13-2025
9999-99-99,C00834,2024-02-29T14:10:07,invalid,1,,Kolkata
O0001387,C00246,NULL,delivered,###BAD###,netbanking,invalid
O0001388,nan,2023-03-28T07:48:14,processing,@@@,null,Pune
O0001389,C00331,9999-99-99,invalid,3,upi,Noida
O0001390,C00025,32-13-2025,delivered,1,card,32-13-2025
###BAD###,C00236,2025-10-03T00:22:44,,N/A,N/A,32-13-2025
123abc,C00407,2024-03-11T04:34:00,processing,nan,@@@,9999-99-99
@@@,not_a_date,null,processing,,32-13-2025,null
O0001394,123abc,2024-10-31T08:25:07,delivered, ,@@@,Mumbai
O0001395,NULL,2025-04-10T06:11:07,delivered,9999-99-99,card,Kolkata
123abc,###BAD###,123abc,9999-99-99,2,###BAD###,
nan,,N/A,invalid,1,null,123abc
O0001398,null,2023-02-18T09:00:13,###BAD###,1,invalid,Kolkata
O0001399,123abc,2025-03-06T23:20:29,shipped,null, ,Noida
O0001400,9999-99-99,2024-08-07T21:54:15,null,not_a_date,,Mumbai
,C00874, ,delivered,1,not_a_date,Mumbai
O0001402,C00311,NULL, ,1,NULL,32-13-2025
O0001403,not_a_date,2024-03-16T20:12:27,delivered,N/A,upi,Delhi
O0001404,C00287,@@@,N/A,2,card,Chennai
O0001405,###BAD###,2024-06-22T14:59:59,processing,1,netbanking,Delhi
not_a_date,C00942,2023-03-04T15:11:00,delivered,1,netbanking,Noida
not_a_date,nan,N/A,delivered,32-13-2025,card,123abc
O0001408,null,###BAD###,delivered,,cod,@@@
O0001409,nan,###BAD###,delivered,1,###BAD###,Delhi
O0001410,N/A,###BAD###,delivered,2,upi,Mumbai
O0001411,C00688,NULL,delivered,1,123abc,Mumbai
invalid,9999-99-99,9999-99-99,32-13-2025,1,card,Chennai
nan,@@@,2023-07-01T19:23:29,returned,1,9999-99-99,Pune
O0001414,C00675,2025-01-30T23:35:34,nan,1,upi,@@@
O0001415,N/A,2025-04-02T11:29:22,cancelled,32-13-2025,netbanking,9999-99-99
 ,C00692,invalid,N/A,2,netbanking,Pune
O0001417,@@@,invalid,32-13-2025,1,not_a_date,
O0001418,C00352,2025-11-03T20:09:38,null,,9999-99-99,Bengaluru
O0001419,C00836,2024-02-26T22:25:05,nan,1,card,Mumbai
O0001420,C00533,not_a_date,processing, ,not_a_date,Kolkata
O0001421,C00701,2024-11-16T15:07:20,delivered,1,upi,@@@
,C00536,nan,delivered,1,N/A, 
O0001423,32-13-2025,,invalid,1,netbanking,Mumbai
not_a_date,C00915,nan,processing,1,upi,Kolkata
O0001425,N/A,32-13-2025,###BAD###,3,card,Kolkata
N/A,###BAD###,2023-02-03T00:18:07,delivered,null,card,9999-99-99
null,123abc,2025-07-15T03:27:22,delivered,NULL,card,###BAD###
NULL, ,not_a_date,delivered,invalid,cod,@@@
O0001429,@@@,2025-10-03T01:31:20,delivered,1,@@@,Noida
123abc, ,@@@,delivered,2,upi,Noida
O0001431,C00028,2025-02-17T01:31:48,9999-99-99,1,cod,###BAD###
O0001432,C00557,2023-07-08T02:15:46,invalid,1,###BAD###,Noida
9999-99-99,C00389,2024-11-21T07:38:30,invalid,1,not_a_date,Noida
O0001434,N/A,2025-04-20T03:00:43,###BAD###,1,card,9999-99-99
O0001435,@@@,2025-10-25T05:29:17,delivered,###BAD###,cod,Mumbai
nan,,2023-08-29T22:33:31,delivered,1,cod,null
O0001437,C00875,2023-11-30T01:18:38,delivered,,card,###BAD###
O0001438,C00992,2023-06-07T06:30:31, ,@@@,null,Bengaluru
O0001439,C00792,###BAD###,delivered,N/A,9999-99-99,Kolkata
O0001440, ,2025-06-29T22:58:07,delivered,1,netbanking,
 ,invalid,2023-02-18T14:31:23,,3,not_a_date,Mumbai
N/A, ,2025-01-24T20:34:06,delivered,1,card,NULL
O0001443,C00447,###BAD###, ,1,null,invalid
O0001444,C00411,2024-05-13T04:07:01,invalid,1,netbanking,Kolkata
O0001445,C00457,invalid,,2,9999-99-99,123abc
123abc,C00119,2023-03-23T07:12:09,N/A,1,cod,Mumbai
32-13-2025,123abc,NULL,123abc,1,9999-99-99,Mumbai
O0001448,C00311,2023-10-08T10:58:15,processing,2, ,null
@@@,C00680, ,delivered, ,cod,123abc
nan,C00150,2023-09-18T16:09:55,cancelled,1,cod,Delhi
O0001451,C00580,null,delivered,,null,
O0001452,C00848,###BAD###,,1, ,Hyderabad
O0001453,nan,@@@,delivered,2,cod,Kolkata
O0001454,###BAD###,2023-09-18T15:39:50,,123abc,null,Bengaluru
NULL,C00248,not_a_date,delivered,1,card,Hyderabad
O0001456,C00068,2023-06-23T22:57:49,32-13-2025,null,card,Pune
O0001457,123abc,2025-03-16T08:29:41,9999-99-99,,invalid,Chennai
O0001458,C00857,2024-10-31T09:54:30,delivered,123abc,cod,Bengaluru
O0001459, ,2024-11-21T02:44:31,shipped,1,card,Chennai
not_a_date,C00645,2024-07-03T08:55:18,invalid,1, ,N/A
N/A,C00950,2024-10-25T07:36:12,delivered,1,null,@@@
@@@,not_a_date,2024-11-17T16:43:26,delivered,1,cod,123abc
O0001463,C00787,2023-10-13T22:18:12,delivered,32-13-2025,upi,Pune
N/A,C00210,2025-08-05T18:33:11,delivered,1,upi,Kolkata
,123abc,2024-11-21T05:56:41,32-13-2025,N/A,upi,invalid
O0001466,###BAD###,2025-09-18T22:17:59,delivered,1,32-13-2025,Bengaluru
O0001467,C00261,not_a_date,returned,3,cod,32-13-2025
O0001468,N/A,2024-01-22T08:59:31,delivered,123abc,upi,@@@
O0001469,C00204,2024-06-28T01:27:40,N/A,32-13-2025,NULL,Noida
O0001470,C00448,2025-03-03T10:07:08,not_a_date,2,upi,###BAD###
O0001471,C00043,2023-05-24T08:06:35,delivered,123abc,netbanking,Delhi
O0001472,C00948,null,delivered,NULL,card,Mumbai
 ,C00115,2024-11-22T19:46:17,32-13-2025,###BAD###,netbanking,Kolkata
O0001474,C00226,2024-06-30T17:22:53,delivered,nan,32-13-2025,Pune
invalid,C00781,@@@,delivered,1,card,Bengaluru
O0001476,C00094,2024-07-06T15:07:06,delivered,1,cod,Kolkata
null,C00248,123abc, ,2,netbanking,nan
O0001478,C00110,N/A,delivered,not_a_date,cod,Noida
O0001479,###BAD###,2024-04-20T03:54:05,delivered,@@@,not_a_date, 
O0001480,C00154,2025-02-26T19:48:24,@@@,1,upi,
NULL,C00903,2025-10-03T13:50:56,N/A,null,upi,Mumbai
O0001482,C00512,2025-03-05T14:38:13,nan,1,not_a_date,32-13-2025
O0001483,C00173,nan,delivered,null,@@@,9999-99-99
not_a_date,C00733,2024-08-18T07:24:38,processing,1,card,Kolkata
O0001485,nan,2023-05-13T14:45:51,delivered,invalid,upi,null
not_a_date,C00391, ,delivered,N/A,cod,null
@@@,C00448,invalid, ,@@@,upi,Noida
O0001488,null,123abc,null,nan,netbanking,Mumbai
O0001489,C00391,2025-01-16T01:48:14,123abc,1,netbanking,Delhi
O0001490,,2023-04-13T08:05:33,processing,9999-99-99,32-13-2025,Bengaluru
O0001491,C00301,2023-10-18T13:17:55,processing,32-13-2025,netbanking,Hyderabad
O0001492,N/A,2023-12-08T16:04:14,N/A,,card,Bengaluru
O0001493,,,###BAD###,1,netbanking,Delhi
O0001494,N/A,2023-07-27T08:52:50,delivered,1,card,
O0001495,32-13-2025,###BAD###,delivered,123abc,netbanking, 
O0001496,null,2023-01-18T10:54:10,cancelled,1,card,Mumbai
nan,C00404,32-13-2025,delivered,1,netbanking,@@@
O0001498,C00883,2025-01-22T18:50:17,,1,N/A,9999-99-99
O0001499,C00728,NULL,@@@,nan,card,123abc
nan,C00387,2023-10-06T00:18:29,delivered,2,cod,Hyderabad
 ,N/A,2025-04-07T16:29:41,32-13-2025,1,upi,not_a_date
O0001502,C00770,2024-05-29T16:59:26,delivered,null,N/A,Bengaluru
not_a_date,C00825,nan,shipped,1,NULL,Delhi
O0001504,C00619, ,delivered,1,upi,9999-99-99
32-13-2025,C00204,,N/A,@@@,32-13-2025,Noida
@@@,@@@,2023-10-14T20:50:19,nan,NULL, ,Mumbai
O0001507,C00923,2024-04-10T14:16:31,delivered,1,cod,###BAD###
O0001508,C00904,2024-02-24T14:08:26,N/A,,netbanking,Bengaluru
O0001509,C00919,2023-07-27T09:23:03,delivered,32-13-2025,123abc,Hyderabad
O0001510,C00080,N/A,delivered,9999-99-99,###BAD###,###BAD###
O0001511,C00070,2024-12-22T10:12:19,N/A,2,netbanking,Mumbai
O0001512,N/A, ,@@@,2,card,invalid
, ,null,delivered,3,cod,Pune
N/A,invalid,invalid,returned,invalid,9999-99-99,Noida
O0001515,C00777,2025-09-25T13:48:32,123abc,1,@@@,Bengaluru
O0001516,C00956,2025-02-12T10:42:45,delivered,null,upi,Bengaluru
O0001517,C00146, ,123abc,1,netbanking,9999-99-99
###BAD###, ,2024-09-12T00:08:12,delivered,2,netbanking, 
9999-99-99,C00819,2023-11-07T13:35:36,delivered,1,@@@,Mumbai
O0001520,9999-99-99,2023-12-01T01:16:46,32-13-2025,2,card,invalid
123abc,###BAD###,2023-12-06T21:31:07,123abc,1,cod,nan
O0001522,C00632,not_a_date,123abc,2,N/A,Pune
O0001523,@@@,2023-11-15T21:43:53, ,123abc,upi,Kolkata
nan,C00232,2023-02-15T13:30:17,NULL,###BAD###,upi,Noida
O0001525,@@@,2025-04-08T01:37:19,invalid,not_a_date,upi,Delhi
O0001526,C00844,2023-10-31T17:14:54,cancelled,1,netbanking,32-13-2025
O0001527,nan,nan,delivered,@@@,nan,invalid
 ,C00430,2024-11-09T09:05:15,null,not_a_date,cod,###BAD###
O0001529,C00794,2024-10-04T01:27:25,NULL,2,9999-99-99,Hyderabad
O0001530,C00485,2023-03-04T10:23:07,invalid,###BAD###,,32-13-2025
O0001531,C00951,123abc, ,1,netbanking,Chennai
O0001532,,,delivered,1,invalid,9999-99-99
O0001533,C00104,NULL,delivered,2,cod,Noida
NULL,C00919,2023-07-09T22:41:09,shipped,1,invalid,32-13-2025
O0001535,9999-99-99,2023-03-08T04:18:53,invalid,1,upi,Delhi
O0001536,,2023-12-05T09:21:06,N/A,@@@,card,9999-99-99
O0001537,C00630,2023-01-01T06:50:10,nan,1,cod,Delhi
O0001538,C00274,NULL,delivered,1,,32-13-2025
O0001539,C00067,2025-08-04T19:54:16,delivered,1,invalid,123abc
O0001540, ,invalid,delivered,1,upi,Bengaluru
O0001541,invalid,2025-08-26T14:22:32,delivered,123abc,,123abc
O0001542,nan,9999-99-99,delivered,1,invalid,32-13-2025
O0001543,C00721,not_a_date,delivered,1,card,Bengaluru
O0001544,32-13-2025,2025-07-08T04:09:46,delivered,1,32-13-2025, 
nan,123abc,2024-05-04T22:30:27,delivered,3,upi,@@@
nan,C00918,nan,delivered,@@@,netbanking,Pune
nan,C00068,@@@,returned,###BAD###,cod,N/A
@@@,nan,null,cancelled,1,###BAD###,Noida
O0001549,C00137,2024-10-31T23:45:27,9999-99-99,1,netbanking,Mumbai
invalid, ,2023-12-03T08:26:05,delivered,1,not_a_date,Bengaluru
9999-99-99,9999-99-99,2023-10-15T07:32:38,N/A,3,32-13-2025,Kolkata
O0001552,NULL,2024-01-05T13:02:49,delivered,not_a_date,upi,Pune
NULL,32-13-2025,@@@,delivered,2,, 
not_a_date,not_a_date,2024-11-11T21:42:54,###BAD###, ,upi,Hyderabad
O0001555,C00911,2024-02-07T13:49:46,null,,cod,Chennai
O0001556,@@@,2025-07-23T01:18:21,null,1,card,Noida
O0001557,C00850,2025-05-04T14:58:56,nan,123abc,NULL,Pune
O0001558,C00855,null,32-13-2025,1,,NULL
null,C00685,123abc,delivered,invalid,card,Kolkata
O0001560,123abc,2025-07-09T07:25:00,delivered,nan,card,not_a_date
O0001561,C00549,nan,shipped,1,nan,Mumbai
O0001562,32-13-2025,2024-03-13T17:42:35,,1,card,N/A
,,NULL,delivered,,@@@,Mumbai
nan,C00702,2025-05-29T02:21:41,null,9999-99-99,cod,Mumbai
O0001565,NULL,null,not_a_date,123abc,upi,null
O0001566,C00426,123abc,delivered,1,null,32-13-2025
O0001567,null,2023-05-21T02:09:55,9999-99-99,nan,not_a_date,9999-99-99
NULL,9999-99-99,2024-07-07T05:07:48,N/A,123abc,card,Noida
,nan,2023-09-08T15:42:39,delivered,1,card,Pune
N/A,C00808,2023-07-08T11:11:24,32-13-2025,1,upi,Mumbai
O0001571,C00933,2023-06-26T02:10:09,,1,netbanking,9999-99-99
O0001572,C00947,2024-12-20T00:21:54,9999-99-99,1,cod,Delhi
O0001573,C00827,2025-04-04T06:10:12,,2,cod,Delhi
O0001574,C01000,not_a_date,invalid,2, ,@@@
O0001575,C00330,N/A,123abc,1,9999-99-99,Mumbai
123abc,@@@,2024-12-28T00:42:59,delivered,1,upi,null
null,NULL,2023-01-16T10:55:29,N/A,1,card,Delhi
invalid,@@@,N/A,shipped,1,upi,@@@
O0001579,C00640,2023-03-08T20:20:15,delivered,nan,,Chennai
nan, ,nan,shipped,1,netbanking,NULL
O0001581,C00836,2025-02-16T04:17:21,NULL,N/A,card,Pune
not_a_date,N/A,2025-10-17T09:47:19,delivered,1,card,9999-99-99
,###BAD###,2024-01-14T22:05:55,delivered,1,card,Pune
O0001584,NULL,2023-07-14T08:49:21,delivered,@@@,card,###BAD###
O0001585,9999-99-99,2024-03-10T18:51:05,9999-99-99,3,upi,Chennai
O0001586,C00862,null,not_a_date,1,upi,Chennai
 ,C00103,@@@,processing,1,nan,Pune
9999-99-99,N/A,2023-04-17T04:04:06,processing,###BAD###,card,not_a_date
32-13-2025,C00913,2025-09-03T01:30:51,delivered,1,card,###BAD###
N/A,32-13-2025,2024-05-22T02:21:10,delivered,not_a_date,card,Mumbai
O0001591,32-13-2025,null,delivered,1,,N/A
O0001592,C00006,2024-07-13T18:50:46,cancelled,3,netbanking,Noida
O0001593,C00561,2024-05-02T01:27:13,delivered,1,cod,Kolkata
O0001594,C00845,2024-08-22T11:08:25,NULL,1,N/A,Chennai
NULL,nan,2024-05-25T19:54:56,delivered, ,cod,###BAD###
NULL,not_a_date,2025-10-16T00:07:25,delivered,1,@@@,Bengaluru
9999-99-99,N/A,2024-01-13T20:37:07,123abc,###BAD###,netbanking,NULL
NULL,C00729,not_a_date,,invalid,card,Hyderabad
@@@, ,32-13-2025,delivered,not_a_date,netbanking,123abc
9999-99-99,C00850,2023-01-29T13:06:21,invalid,2,netbanking,Bengaluru
O0001601,C00742,9999-99-99,delivered,1,upi,Noida
,32-13-2025,invalid,nan,1,@@@,Kolkata
O0001603,C00502,2025-09-28T08:27:03,NULL,9999-99-99,cod,Noida
 ,C00163,2023-05-06T01:47:29,9999-99-99,1, ,Hyderabad
O0001605,@@@,2024-08-11T04:18:17,N/A,1,nan,not_a_date
O0001606,C00805,2023-05-14T18:29:22,delivered,1,netbanking,Noida
null,C00206, ,delivered,1,netbanking,Noida
O0001608,C00927,@@@,delivered,32-13-2025,cod,###BAD###
O0001609,C00972,2023-10-24T03:17:46,delivered,NULL,upi, 
nan,C00279,2024-09-27T23:25:01,delivered,32-13-2025,nan,Kolkata
invalid,C00921,NULL,32-13-2025,2,netbanking,Noida
@@@,C00542,invalid,###BAD###,1,cod,Pune
O0001613,C00002,2025-09-12T06:11:06,delivered,1,cod,Chennai
O0001614,C00713,2024-07-10T18:12:40,delivered,1,upi,NULL
@@@,123abc,2025-08-24T19:12:56,@@@,1,@@@,Pune
O0001616,C00366,null,32-13-2025,not_a_date,cod,Mumbai
O0001617,C00707,2023-06-06T03:36:57,9999-99-99,3,cod,32-13-2025
O0001618,C00210,nan,delivered,nan,32-13-2025,Bengaluru
###BAD###,N/A,32-13-2025,123abc,1,card,Hyderabad
@@@,C00124,2024-07-28T20:37:56,delivered,2,null,Delhi
,C00349,2024-04-29T19:07:05,returned, , ,###BAD###
@@@,,2024-07-21T17:10:42,NULL,1,card,@@@
null,C00837,2024-03-19T13:56:21,delivered,1,netbanking,Chennai
O0001624,nan,NULL,delivered,3,9999-99-99,Bengaluru
not_a_date,not_a_date,2023-07-19T20:36:01,delivered,1,nan,Bengaluru
O0001626, ,2023-11-18T07:47:02, ,1,null,nan
N/A,C00203,not_a_date,delivered,null,netbanking,Bengaluru
###BAD###,C00033,null,delivered,9999-99-99,upi,Hyderabad
O0001629,C00158,nan,delivered,1,upi,9999-99-99
O0001630, ,2023-12-25T21:53:57,delivered,1,123abc, 
null,,@@@,delivered,invalid,netbanking,Chennai
,C00731, ,9999-99-99, ,netbanking,Noida
O0001633,C00436,null,invalid,###BAD###,9999-99-99,123abc
O0001634,C00621,2024-03-14T23:51:49,null,9999-99-99,9999-99-99,not_a_date
O0001635,123abc,2025-02-08T17:29:59,delivered,,card,9999-99-99
123abc, ,32-13-2025,delivered,1,card,Noida
NULL,C00405,nan,delivered,N/A,NULL,not_a_date
O0001638,C00247,nan,@@@,1,card,Kolkata
NULL,C00552,@@@,delivered,9999-99-99,upi,Pune
invalid,,2023-10-06T05:02:27,123abc,2,netbanking,Bengaluru
O0001641,null,2024-03-27T22:40:05,@@@,NULL,32-13-2025,Delhi
O0001642,C00433,2023-06-14T23:48:20,9999-99-99,invalid,upi,NULL
 ,C00031,null,cancelled,1,card,Mumbai
not_a_date,N/A,2024-10-22T05:48:47,returned,1,card,
O0001645,not_a_date,nan,delivered,123abc,N/A,Mumbai
O0001646,C00807,9999-99-99,delivered,2,card,@@@
@@@,###BAD###, ,,1,netbanking,Noida
O0001648,C00295,123abc,nan,not_a_date,netbanking,Chennai
O0001649,N/A,2023-03-28T10:24:30,delivered,2,9999-99-99,Noida
 , ,2023-04-01T19:03:00,delivered,2,netbanking,Hyderabad
###BAD###,C00354,2024-11-30T02:23:46,delivered,N/A,not_a_date,nan
@@@, ,NULL,cancelled,1,netbanking,Pune
O0001653,C00379,null,32-13-2025,1,cod,9999-99-99
O0001654, ,32-13-2025,nan,null,123abc,Hyderabad
O0001655,invalid,2025-07-31T19:22:50,shipped,1,netbanking,
O0001656,C00067,invalid,processing,2,cod,123abc
O0001657,C00855,N/A,delivered,123abc,123abc,Chennai
O0001658,C00986,N/A,processing,1,netbanking,9999-99-99
O0001659,C00388,N/A,N/A,9999-99-99,netbanking,Bengaluru
not_a_date,null,2023-05-15T04:44:25,nan,null,upi,Bengaluru
not_a_date,###BAD###,###BAD###,delivered,1,cod, 
O0001662,@@@,2025-06-01T06:06:19,###BAD###, ,null,Delhi
O0001663,123abc,9999-99-99,9999-99-99,2,nan,N/A
O0001664,C00776,2024-08-18T01:11:25,cancelled,1,upi,Pune
